Disease:sickle-cell_disease	Target:humanized_igg2	Drug:selg2
Disease:cancer	Target:rapt1	Drug:pf-04691502
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:pf-04691502
Disease:cancer	Target:pi3-kinase_p110_subunit_gamma	Drug:pf-04691502
Disease:cancer	Target:phosphoinositide_3-kinase_gamma	Drug:pf-04691502
Disease:cancer	Target:phosphatidylinositol-4,5-bisphosphate_3-kinase_catalytic_subunit,_gamma_isoform	Drug:pf-04691502
Disease:cancer	Target:rapamycin_target_protein	Drug:pf-04691502
Disease:cancer	Target:ptdins-3-kinase_p110	Drug:pf-04691502
Disease:cancer	Target:pi3kgamma	Drug:pf-04691502
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:pf-04691502
Disease:cancer	Target:target_of_rapamycin	Drug:pf-04691502
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:pf-04691502
Disease:cancer	Target:tor_kinase	Drug:pf-04691502
Disease:cancer	Target:mtor	Drug:pf-04691502
Disease:cancer	Target:fk506-binding_protein_12-rapamycin_complex-associated_protein_1	Drug:pf-04691502
Disease:cancer	Target:pi3k_gamma	Drug:pf-04691502
Disease:cancer	Target:frap1	Drug:pf-04691502
Disease:cancer	Target:pkb	Drug:lys-6kakt1
Disease:cancer	Target:protein_kinase_b_alpha	Drug:lys-6kakt1
Disease:cancer	Target:protein_kinase_b	Drug:lys-6kakt1
Disease:cancer	Target:ribosomal_protein_s6_kinase	Drug:lys-6kakt1
Disease:cancer	Target:rac-pk-alpha	Drug:lys-6kakt1
Disease:cancer	Target:s6k	Drug:lys-6kakt1
Disease:cancer	Target:akt1	Drug:lys-6kakt1
Disease:cancer	Target:pkb_alpha	Drug:lys-6kakt1
Disease:cancer	Target:p70-s6k	Drug:lys-6kakt1
Disease:cancer	Target:akt1_protein_kinase	Drug:lys-6kakt1
Disease:cancer	Target:proto-oncogene_c-akt	Drug:lys-6kakt1
Disease:cancer	Target:rac-alpha_serine/threonine-protein_kinase	Drug:lys-6kakt1
Disease:cancer	Target:frap	Drug:azd8055
Disease:cancer	Target:rapt1	Drug:azd8055
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:azd8055
Disease:cancer	Target:rapamycin_target_protein	Drug:azd8055
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:azd8055
Disease:cancer	Target:target_of_rapamycin	Drug:azd8055
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:azd8055
Disease:cancer	Target:tor_kinase	Drug:azd8055
Disease:cancer	Target:mtor	Drug:azd8055
Disease:cancer	Target:fk506-binding_protein_12-rapamycin_complex-associated_protein_1	Drug:azd8055
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:azd8055
Disease:cancer	Target:frap1	Drug:azd8055
Disease:cancer	Target:npyrl	Drug:bms-936564
Disease:cancer	Target:lestr	Drug:bms-936564
Disease:cancer	Target:hm89	Drug:bms-936564
Disease:cancer	Target:cxcr4	Drug:bms-936564
Disease:cancer	Target:fusin	Drug:bms-936564
Disease:cancer	Target:fb22	Drug:bms-936564
Disease:cancer	Target:lcr1	Drug:bms-936564
Disease:cancer	Target:fptase	Drug:ggti-2418
Disease:cancer	Target:ftase	Drug:ggti-2418
Disease:cancer	Target:ft	Drug:ggti-2418
Disease:cancer	Target:protein_farnesyltransferase	Drug:ggti-2418
Disease:cancer	Target:ras_protein_farnesyltransferase	Drug:ggti-2418
Disease:cancer	Target:farnesyl_protein_transferase	Drug:ggti-2418
Disease:cancer	Target:farnesyl-protein_transferase	Drug:ggti-2418
Disease:cancer	Target:farnesyltransferase	Drug:ggti-2418
Disease:cancer	Target:epidermal_growth_factor_receptor	Drug:mm-151
Disease:cancer	Target:epidermal_growth_factor_receptor_erbb-1	Drug:mm-151
Disease:cancer	Target:egfr-tk	Drug:mm-151
Disease:cancer	Target:receptor_protein-tyrosine_kinase_erbb-1	Drug:mm-151
Disease:cancer	Target:egfr	Drug:mm-151
Disease:cancer	Target:epidermal_growth_factor_receptor-tyrosine_kinase	Drug:mm-151
Disease:cancer	Target:multi-kinase	Drug:tg02
Disease:cancer	Target:serine/threonine_protein_kinase_12	Drug:r763
Disease:cancer	Target:aim-1	Drug:r763
Disease:cancer	Target:aurora-2_kinase	Drug:r763
Disease:cancer	Target:aurora-related_kinase_2	Drug:r763
Disease:cancer	Target:aurora-_and_ipl1-like_midbody-associated_protein_1	Drug:r763
Disease:cancer	Target:aurora-2	Drug:r763
Disease:cancer	Target:stk-1	Drug:r763
Disease:cancer	Target:aurora/ipl1-related_kinase_2	Drug:r763
Disease:cancer	Target:aurora-b	Drug:r763
Disease:cancer	Target:cdw137	Drug:pf-05082566
Disease:cancer	Target:t-cell_antigen_4-1bb_homolog	Drug:pf-05082566
Disease:cancer	Target:tnfrsf9	Drug:pf-05082566
Disease:cancer	Target:tumor_necrosis_factor_receptor_superfamily_member_9	Drug:pf-05082566
Disease:cancer	Target:t-cell_antigen_ila	Drug:pf-05082566
Disease:cancer	Target:cd137_antigen	Drug:pf-05082566
Disease:cancer	Target:4-1bb_ligand_receptor	Drug:pf-05082566
Disease:cancer	Target:insulin-like_growth_factor_i_receptor	Drug:mk-0646
Disease:cancer	Target:igf-1r	Drug:mk-0646
Disease:cancer	Target:type_1_insulin-like_growth_factor_receptor	Drug:mk-0646
Disease:cancer	Target:igf-1_receptor	Drug:mk-0646
Disease:cancer	Target:cd221_antigen	Drug:mk-0646
Disease:cancer	Target:igf-ir	Drug:mk-0646
Disease:cancer	Target:mek	Drug:tak-733
Disease:cancer	Target:mapkk	Drug:tak-733
Disease:cancer	Target:dual_specificity_mitogen-activated_protein_kinase_kinase	Drug:tak-733
Disease:cancer	Target:map_kinase_kinase	Drug:tak-733
Disease:cancer	Target:erk_activator_kinase	Drug:tak-733
Disease:cancer	Target:serine/threonine_protein_kinase_12	Drug:vx-689
Disease:cancer	Target:aim-1	Drug:vx-689
Disease:cancer	Target:aurora-2_kinase	Drug:vx-689
Disease:cancer	Target:aurora-related_kinase_2	Drug:vx-689
Disease:cancer	Target:aurora-_and_ipl1-like_midbody-associated_protein_1	Drug:vx-689
Disease:cancer	Target:aurora-2	Drug:vx-689
Disease:cancer	Target:stk-1	Drug:vx-689
Disease:cancer	Target:aurora/ipl1-related_kinase_2	Drug:vx-689
Disease:cancer	Target:aurora-b	Drug:vx-689
Disease:cancer	Target:hdac1	Drug:pdx-101
Disease:cancer	Target:histone_deacetylase_1	Drug:pdx-101
Disease:cancer	Target:multidrug-resistance	Drug:s-9788
Disease:cancer	Target:gsk-3	Drug:ly2090314
Disease:cancer	Target:glycogen_synthase_kinase-3	Drug:ly2090314
Disease:cancer	Target:glycogen_synthase_kinase_3	Drug:ly2090314
Disease:cancer	Target:thyroid_receptor_interacting_protein_5	Drug:arry-520
Disease:cancer	Target:kinesin-like_protein_kif11	Drug:arry-520
Disease:cancer	Target:kinesin-like_protein_1	Drug:arry-520
Disease:cancer	Target:kinesin-related_motor_protein_eg5	Drug:arry-520
Disease:cancer	Target:kinesin-like_spindle_protein_hksp	Drug:arry-520
Disease:cancer	Target:eg5	Drug:arry-520
Disease:cancer	Target:trip5	Drug:arry-520
Disease:cancer	Target:serine/threonine_protein_kinase_12	Drug:mk-5108
Disease:cancer	Target:aim-1	Drug:mk-5108
Disease:cancer	Target:aurora-2_kinase	Drug:mk-5108
Disease:cancer	Target:aurora-related_kinase_2	Drug:mk-5108
Disease:cancer	Target:aurora-_and_ipl1-like_midbody-associated_protein_1	Drug:mk-5108
Disease:cancer	Target:aurora-2	Drug:mk-5108
Disease:cancer	Target:stk-1	Drug:mk-5108
Disease:cancer	Target:aurora/ipl1-related_kinase_2	Drug:mk-5108
Disease:cancer	Target:aurora-b	Drug:mk-5108
Disease:cancer	Target:insulin-like_growth_factor_i_receptor	Drug:bi-836845
Disease:cancer	Target:igf-1r	Drug:bi-836845
Disease:cancer	Target:type_1_insulin-like_growth_factor_receptor	Drug:bi-836845
Disease:cancer	Target:igf-1_receptor	Drug:bi-836845
Disease:cancer	Target:cd221_antigen	Drug:bi-836845
Disease:cancer	Target:igf-ir	Drug:bi-836845
Disease:cancer	Target:pkb	Drug:azd5363
Disease:cancer	Target:protein_kinase_b_alpha	Drug:azd5363
Disease:cancer	Target:protein_kinase_b	Drug:azd5363
Disease:cancer	Target:rac-pk-alpha	Drug:azd5363
Disease:cancer	Target:akt1_protein_kinase	Drug:azd5363
Disease:cancer	Target:akt1	Drug:azd5363
Disease:cancer	Target:proto-oncogene_c-akt	Drug:azd5363
Disease:cancer	Target:rac-alpha_serine/threonine-protein_kinase	Drug:azd5363
Disease:cancer	Target:pkb_alpha	Drug:azd5363
Disease:cancer	Target:crebbinding_protein	Drug:pri-724
Disease:cancer	Target:crebbp	Drug:pri-724
Disease:cancer	Target:cbp	Drug:pri-724
Disease:cancer	Target:alk	Drug:pf-06463922
Disease:cancer	Target:anaplastic_lymphoma_kinase	Drug:pf-06463922
Disease:cancer	Target:cd246	Drug:pf-06463922
Disease:cancer	Target:alk_tyrosine_kinase_receptor	Drug:pf-06463922
Disease:cancer	Target:unspecified_receptor	Drug:atl-104
Disease:cancer	Target:hepatocyte_growth_factor_receptor	Drug:msc2156119
Disease:cancer	Target:hgf_receptor	Drug:msc2156119
Disease:cancer	Target:positive_transcription_elongation_factor_b_(p-tefb)	Drug:bay1143572
Disease:cancer	Target:tr	Drug:fotemustine
Disease:cancer	Target:cytosolic_thioredoxin_reductase	Drug:fotemustine
Disease:cancer	Target:thioredoxin_reductase	Drug:fotemustine
Disease:cancer	Target:tr1	Drug:fotemustine
Disease:cancer	Target:thioredoxin_reductase,_cytoplasmic	Drug:fotemustine
Disease:cancer	Target:trxr	Drug:fotemustine
Disease:cancer	Target:dual_specificity_protein_kinase_ttk	Drug:bay1161909
Disease:cancer	Target:tyrosine_threonine_kinase	Drug:bay1161909
Disease:cancer	Target:ttk	Drug:bay1161909
Disease:cancer	Target:pyt	Drug:bay1161909
Disease:cancer	Target:erbb2	Drug:mm-302
Disease:cancer	Target:epidermal_growth_factor_receptor_2	Drug:mm-302
Disease:cancer	Target:receptor_protein-tyrosine_kinase_erbb-2	Drug:mm-302
Disease:cancer	Target:erb2	Drug:mm-302
Disease:cancer	Target:c-erbb-2_oncoprotein	Drug:mm-302
Disease:cancer	Target:neu_proto-oncogene	Drug:mm-302
Disease:cancer	Target:tyrosine_kinase_receptor_erbb2	Drug:mm-302
Disease:cancer	Target:p185erbb2	Drug:mm-302
Disease:cancer	Target:her2_(erbb2/neu)	Drug:mm-302
Disease:cancer	Target:her-2	Drug:mm-302
Disease:cancer	Target:tyrosine_kinase-type_cell_surface_receptor_her2	Drug:mm-302
Disease:cancer	Target:mln_19	Drug:mm-302
Disease:cancer	Target:c-erbb-2	Drug:mm-302
Disease:cancer	Target:her2/neu	Drug:mm-302
Disease:cancer	Target:insulin-like_growth_factor_i_receptor	Drug:mm-141
Disease:cancer	Target:igf-1r	Drug:mm-141
Disease:cancer	Target:type_1_insulin-like_growth_factor_receptor	Drug:mm-141
Disease:cancer	Target:igf-1_receptor	Drug:mm-141
Disease:cancer	Target:cd221_antigen	Drug:mm-141
Disease:cancer	Target:igf-ir	Drug:mm-141
Disease:cancer	Target:tubulin	Drug:abj-879
Disease:cancer	Target:erbb2	Drug:tak-285
Disease:cancer	Target:epidermal_growth_factor_receptor_2	Drug:tak-285
Disease:cancer	Target:receptor_protein-tyrosine_kinase_erbb-2	Drug:tak-285
Disease:cancer	Target:erb2	Drug:tak-285
Disease:cancer	Target:c-erbb-2_oncoprotein	Drug:tak-285
Disease:cancer	Target:neu_proto-oncogene	Drug:tak-285
Disease:cancer	Target:tyrosine_kinase_receptor_erbb2	Drug:tak-285
Disease:cancer	Target:p185erbb2	Drug:tak-285
Disease:cancer	Target:her2_(erbb2/neu)	Drug:tak-285
Disease:cancer	Target:her-2	Drug:tak-285
Disease:cancer	Target:tyrosine_kinase-type_cell_surface_receptor_her2	Drug:tak-285
Disease:cancer	Target:mln_19	Drug:tak-285
Disease:cancer	Target:c-erbb-2	Drug:tak-285
Disease:cancer	Target:her2/neu	Drug:tak-285
Disease:cancer	Target:pkb	Drug:sr13668
Disease:cancer	Target:protein_kinase_b_alpha	Drug:sr13668
Disease:cancer	Target:protein_kinase_b	Drug:sr13668
Disease:cancer	Target:rac-pk-alpha	Drug:sr13668
Disease:cancer	Target:akt1_protein_kinase	Drug:sr13668
Disease:cancer	Target:akt1	Drug:sr13668
Disease:cancer	Target:proto-oncogene_c-akt	Drug:sr13668
Disease:cancer	Target:rac-alpha_serine/threonine-protein_kinase	Drug:sr13668
Disease:cancer	Target:pkb_alpha	Drug:sr13668
Disease:cancer	Target:hepatocyte_growth_factor_receptor	Drug:ly2801653
Disease:cancer	Target:hgf_receptor	Drug:ly2801653
Disease:cancer	Target:cdw137	Drug:urelumab
Disease:cancer	Target:t-cell_antigen_4-1bb_homolog	Drug:urelumab
Disease:cancer	Target:tnfrsf9	Drug:urelumab
Disease:cancer	Target:tumor_necrosis_factor_receptor_superfamily_member_9	Drug:urelumab
Disease:cancer	Target:t-cell_antigen_ila	Drug:urelumab
Disease:cancer	Target:cd137_antigen	Drug:urelumab
Disease:cancer	Target:4-1bb_ligand_receptor	Drug:urelumab
Disease:cancer	Target:ribonucleoside_diphosphate_reductase	Drug:didox
Disease:cancer	Target:ribonucleotide_reductase	Drug:didox
Disease:cancer	Target:ribonucleoside-diphosphate_reductase	Drug:didox
Disease:cancer	Target:dna_topoisomerase_ii	Drug:salvicine
Disease:cancer	Target:dna_gyrase	Drug:salvicine
Disease:cancer	Target:topoisomerase_ii	Drug:salvicine
Disease:cancer	Target:type_ii_topoisomerase_enzyme	Drug:salvicine
Disease:cancer	Target:topo_ii	Drug:salvicine
Disease:cancer	Target:estradiol_receptor	Drug:fosfestrol
Disease:cancer	Target:estrogen_receptor_alpha	Drug:fosfestrol
Disease:cancer	Target:estrogen_receptor	Drug:fosfestrol
Disease:cancer	Target:eralpha	Drug:fosfestrol
Disease:cancer	Target:er	Drug:fosfestrol
Disease:cancer	Target:myc_proto-oncogene_protein	Drug:avi4126
Disease:cancer	Target:c-myc	Drug:avi4126
Disease:cancer	Target:c-myc_oncogene	Drug:avi4126
Disease:cancer	Target:dna_topoisomerase_1	Drug:cz-48
Disease:cancer	Target:top1	Drug:cz-48
Disease:cancer	Target:dna_topoisomerase_i	Drug:cz-48
Disease:cancer	Target:telomerase_reverse_transcriptase	Drug:telob-vax
Disease:cancer	Target:telomerase-associated_protein_2	Drug:telob-vax
Disease:cancer	Target:telomerase	Drug:telob-vax
Disease:cancer	Target:tp2	Drug:telob-vax
Disease:cancer	Target:hest2	Drug:telob-vax
Disease:cancer	Target:telomerase_catalytic_subunit	Drug:telob-vax
Disease:cancer	Target:vegf	Drug:at001/r84
Disease:cancer	Target:vascular_endothelial_cell_growth_factor	Drug:at001/r84
Disease:cancer	Target:vascular_endothelial_growth_factor	Drug:at001/r84
Disease:cancer	Target:inhibitor_of_apoptosis_(iap)	Drug:lcl-161
Disease:cancer	Target:mrna_of_survivin	Drug:ezn-3042
Disease:cancer	Target:pkb	Drug:ar-12
Disease:cancer	Target:pi3k	Drug:ar-12
Disease:cancer	Target:protein_kinase_b_alpha	Drug:ar-12
Disease:cancer	Target:protein_kinase_b	Drug:ar-12
Disease:cancer	Target:rac-pk-alpha	Drug:ar-12
Disease:cancer	Target:akt1	Drug:ar-12
Disease:cancer	Target:phosphoinositide_3-kinase_gamma	Drug:ar-12
Disease:cancer	Target:pkb_alpha	Drug:ar-12
Disease:cancer	Target:phosphatidylinositol-4,5-bisphosphate_3-kinase_catalytic_subunit,_gamma_isoform	Drug:ar-12
Disease:cancer	Target:ptdins-3-kinase_p110	Drug:ar-12
Disease:cancer	Target:pi3kgamma	Drug:ar-12
Disease:cancer	Target:akt1_protein_kinase	Drug:ar-12
Disease:cancer	Target:pi3k_gamma	Drug:ar-12
Disease:cancer	Target:proto-oncogene_c-akt	Drug:ar-12
Disease:cancer	Target:rac-alpha_serine/threonine-protein_kinase	Drug:ar-12
Disease:cancer	Target:pi3-kinase_p110_subunit_gamma	Drug:ar-12
Disease:cancer	Target:csnk2a1	Drug:cx-4945
Disease:cancer	Target:casein_kinase_ii,_alpha_chain	Drug:cx-4945
Disease:cancer	Target:ck_ii	Drug:cx-4945
Disease:cancer	Target:ck_ii_alpha	Drug:cx-4945
Disease:cancer	Target:casein_kinase_ii_subunit_alpha	Drug:cx-4945
Disease:cancer	Target:protein_kinase_ck2	Drug:cx-4945
Disease:cancer	Target:ck2	Drug:cx-4945
Disease:cancer	Target:dihydrotestosterone_receptor	Drug:ostarine
Disease:cancer	Target:testosterone_receptor	Drug:ostarine
Disease:cancer	Target:androgen_receptor	Drug:ostarine
Disease:cancer	Target:vegf	Drug:tak-593
Disease:cancer	Target:vascular_endothelial_cell_growth_factor	Drug:tak-593
Disease:cancer	Target:vascular_endothelial_growth_factor	Drug:tak-593
Disease:cancer	Target:topoisomerase-i	Drug:sn-38
Disease:cancer	Target:dna_topoisomerase_i	Drug:sn-38
Disease:cancer	Target:sonic_hedgehog_pathway	Drug:pf-04449913
Disease:cancer	Target:fodrin_beta_chain	Drug:abt-413
Disease:cancer	Target:spectrin,_non-erythroid_beta_chain_1	Drug:abt-413
Disease:cancer	Target:spectrin_beta_chain,_non-erythrocytic_1	Drug:abt-413
Disease:cancer	Target:beta-ii_spectrin	Drug:abt-413
Disease:cancer	Target:sptbn1	Drug:abt-413
Disease:cancer	Target:hd	Drug:hbi-8000
Disease:cancer	Target:histone_deacetylase	Drug:hbi-8000
Disease:cancer	Target:hdac	Drug:hbi-8000
Disease:cancer	Target:fibroblast_growth_factor	Drug:gsk3052230
Disease:cancer	Target:ezh2	Drug:gsk2816126
Disease:cancer	Target:enx1	Drug:gsk2816126
Disease:cancer	Target:enhancer_of_zeste_homolog_2	Drug:gsk2816126
Disease:cancer	Target:lysine_nmethyltransferase_6	Drug:gsk2816126
Disease:cancer	Target:histonelysine_nmethyltransferase_ezh2	Drug:gsk2816126
Disease:cancer	Target:mmp-2	Drug:neovastat
Disease:cancer	Target:gelatinase_a	Drug:neovastat
Disease:cancer	Target:matrix_metalloproteinase_2	Drug:neovastat
Disease:cancer	Target:matrix_metalloproteinase-2	Drug:neovastat
Disease:cancer	Target:72_kda_gelatinase	Drug:neovastat
Disease:cancer	Target:72_kda_type_iv_collagenase	Drug:neovastat
Disease:cancer	Target:tbe-1	Drug:neovastat
Disease:cancer	Target:serine/threonine_protein_kinase_plstire	Drug:ly2835219
Disease:cancer	Target:cell_division_protein_kinase_6	Drug:ly2835219
Disease:cancer	Target:cyclin-dependent_kinase_6	Drug:ly2835219
Disease:cancer	Target:serine/threonine-protein_kinase_plstire	Drug:ly2835219
Disease:cancer	Target:cdk4	Drug:ly2835219
Disease:cancer	Target:cell_division_protein_kinase_4	Drug:ly2835219
Disease:cancer	Target:cdk6	Drug:ly2835219
Disease:cancer	Target:cyclin-dependent_kinase_4	Drug:ly2835219
Disease:cancer	Target:psk-j3	Drug:ly2835219
Disease:cancer	Target:nuclear_factor_nfkappab_p50_subunit	Drug:p54
Disease:cancer	Target:nuclear_factor_kappa_b_p105_subunit	Drug:p54
Disease:cancer	Target:nuclear_factor_of_kappa_light_polypeptide_gene_enhancer_in_bcells_1	Drug:p54
Disease:cancer	Target:nfkb1	Drug:p54
Disease:cancer	Target:ebp1	Drug:p54
Disease:cancer	Target:nuclear_factor_nfkappab_p105_subunit	Drug:p54
Disease:cancer	Target:dnabinding_factor_kbf1	Drug:p54
Disease:cancer	Target:hd	Drug:jnj-26481585
Disease:cancer	Target:histone_deacetylase	Drug:jnj-26481585
Disease:cancer	Target:hdac	Drug:jnj-26481585
Disease:cancer	Target:tubulin	Drug:dolastatin-10
Disease:cancer	Target:tubulin_beta-1_chain	Drug:dolastatin-10
Disease:cancer	Target:heat_shock_protein_27	Drug:ogx-427
Disease:cancer	Target:cd135_antigen	Drug:cdx-301
Disease:cancer	Target:tyrosine-protein_kinase_receptor_flt3	Drug:cdx-301
Disease:cancer	Target:receptor_tyrosine_kinase_flt3	Drug:cdx-301
Disease:cancer	Target:stem_cell_tyrosine_kinase_1	Drug:cdx-301
Disease:cancer	Target:flt3_tyrosine_kinase	Drug:cdx-301
Disease:cancer	Target:stk-1	Drug:cdx-301
Disease:cancer	Target:fl_cytokine_receptor	Drug:cdx-301
Disease:cancer	Target:pkb	Drug:ly-2780301
Disease:cancer	Target:protein_kinase_b_alpha	Drug:ly-2780301
Disease:cancer	Target:protein_kinase_b	Drug:ly-2780301
Disease:cancer	Target:rac-pk-alpha	Drug:ly-2780301
Disease:cancer	Target:akt1_protein_kinase	Drug:ly-2780301
Disease:cancer	Target:akt1	Drug:ly-2780301
Disease:cancer	Target:proto-oncogene_c-akt	Drug:ly-2780301
Disease:cancer	Target:rac-alpha_serine/threonine-protein_kinase	Drug:ly-2780301
Disease:cancer	Target:pkb_alpha	Drug:ly-2780301
Disease:cancer	Target:dtr	Drug:u3-1565
Disease:cancer	Target:proheparinbinding_egflike_growth_factor	Drug:u3-1565
Disease:cancer	Target:heparinbinding_egflike_growth_factor	Drug:u3-1565
Disease:cancer	Target:hb-egf	Drug:u3-1565
Disease:cancer	Target:protein_gx	Drug:bms-833923
Disease:cancer	Target:smo	Drug:bms-833923
Disease:cancer	Target:smoothened_homolog	Drug:bms-833923
Disease:cancer	Target:pi3k	Drug:ds-7423
Disease:cancer	Target:serine/threonine-protein_kinase_mtor	Drug:ds-7423
Disease:cancer	Target:frap	Drug:ds-7423
Disease:cancer	Target:rapt1	Drug:ds-7423
Disease:cancer	Target:fkbp-rapamycin_associated_protein	Drug:ds-7423
Disease:cancer	Target:pi3-kinase_p110_subunit_gamma	Drug:ds-7423
Disease:cancer	Target:phosphoinositide_3-kinase_gamma	Drug:ds-7423
Disease:cancer	Target:phosphatidylinositol-4,5-bisphosphate_3-kinase_catalytic_subunit,_gamma_isoform	Drug:ds-7423
Disease:cancer	Target:rapamycin_target_protein	Drug:ds-7423
Disease:cancer	Target:ptdins-3-kinase_p110	Drug:ds-7423
Disease:cancer	Target:pi3kgamma	Drug:ds-7423
Disease:cancer	Target:fkbp12-rapamycin_complex-associated_protein	Drug:ds-7423
Disease:cancer	Target:target_of_rapamycin	Drug:ds-7423
Disease:cancer	Target:mammalian_target_of_rapamycin	Drug:ds-7423
