TTDTargetID	Target_Name	Indication	ICD9	ICD10
TTDI01246	Haemophilus influenzae type B CRM 197 conjugate	Influenza virus infections	487, 488	J10, J11
TTDI01246	Haemophilus influenzae type B CRM 197 conjugate	Pneumococcal infections	001-139	A00-B99
TTDR01246	Lactoylglutathione lyase	Tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDI01247	HIV-MAG DNA	HIV infections	001-139, 042	A00-B99, B20
TTDR01247	Nociceptin receptor	Analgesics	338	R52
TTDR01247	Nociceptin receptor	Anorexia nervosa	307.1	F50.0-F50.1
TTDR01247	Nociceptin receptor	Anxiety disorders	300	F40-F42
TTDR01247	Nociceptin receptor	Cerebral ischemia	459.89	I99.8
TTDR01247	Nociceptin receptor	Depression	311	F32
TTDR01247	Nociceptin receptor	Drug dependence	303-305	F10-F19
TTDR01247	Nociceptin receptor	Epilepsy	290-319, 345	F01-F99, G40
TTDR01247	Nociceptin receptor	Erectile dysfunction	302.72, 607.84	F52.2, N48.4
TTDR01247	Nociceptin receptor	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDR01247	Nociceptin receptor	Neurogenic bladder	188	C67
TTDR01247	Nociceptin receptor	Neuropathic pain	356.0, 356.8	G64, G90.0
TTDR01247	Nociceptin receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01248	Glutamatergc system	Schizophrenia	295, 710.0	F20, M32
TTDR01248	N-acylglucosamine 2-epimerase	Osteoarthritis	715	M15-M19, M47
TTDR01249	Pyridoxal phosphate phosphatase	Korsakov's alcoholic psychosis	290-299	F20-F29
TTDR01249	Pyridoxal phosphate phosphatase	Vitamin B6 deficiency	266.1	E53.1
TTDI01249	Recombinant tetravalent attenuated live dengue	Dengue	61	A90
TTDI01250	Inhibiting expression of interleukin-1 (IL-1), interleukin-6 (IL-6) and tumor necrosis factor (TNF)	Ulcerative colitis	556	K51
TTDR01250	Serine/threonine-protein kinase Sgk1	Myelodisplastic syndrome	238.7	D46
TTDR01250	Serine/threonine-protein kinase Sgk1	Myeloid leukemia	208.9	C91-C95
TTDR01250	Serine/threonine-protein kinase Sgk1	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDI01251	Antigen-specific immunotherapeutic	Leukemia	208.9	C91-C95
TTDR01251	Vascular endothelial growth factor D	Cancer	140-229	C00-C96
TTDR01251	Vascular endothelial growth factor D	Macular degeneration	362.5	H35.3
TTDR01251	Vascular endothelial growth factor D	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR01252	Stromelysin-3	Cancer	140-229	C00-C96
TTDR01252	Stromelysin-3	Non-small cell lung cancer	140-229, 162, 204.0	C00-C96, C33-C34, C91.0
TTDR01252	Stromelysin-3	Oral cancer	140-146	C00-C08
TTDR01252	Stromelysin-3	Osteoarthritis	715	M15-M19, M47
TTDI01253	Basal lamina	Cancer	140-229	C00-C96
TTDR01253	Voltage-dependent calcium channel subunit alpha-2/delta-3	Analgesics	338	R52
TTDR01253	Voltage-dependent calcium channel subunit alpha-2/delta-3	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01254	Activating key enzymes to regulate glucose metabolism	Metabolic disorders	270-279	E70-E89
TTDR01254	Voltage-gated sodium channel subunit alpha Nav1.9	Analgesics	338	R52
TTDR01254	Voltage-gated sodium channel subunit alpha Nav1.9	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01255	Inhibiting IL-1/TNF alpha synthesis	Rheumatold arthritis	714	M05-M06
TTDR01255	Voltage-gated sodium channel subunit alpha Nav1.3	Analgesics	338	R52
TTDR01255	Voltage-gated sodium channel subunit alpha Nav1.3	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDR01256	Acid-sensing ion channel ASIC1a/ASIC1b	Analgesics	338	R52
TTDR01256	Acid-sensing ion channel ASIC1a/ASIC1b	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01256	Cholinergic activityy	Cognition disorders	295	F20
TTDR01257	Acid-sensing ion channel ASIC3	Analgesics	338	R52
TTDR01257	Acid-sensing ion channel ASIC3	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01257	Gastric emptying	Obesity	278	E66
TTDI01258	Hydroxyl radicals and superoxide anions	Immuno-stimulant	.	C00-C97
TTDR01258	Transient receptor potential cation channel subfamily V member 3	Analgesics	338	R52
TTDR01258	Transient receptor potential cation channel subfamily V member 3	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDR01259	Glutamate [NMDA] receptor subunit zeta-1	Analgesics	338	R52
TTDR01259	Glutamate [NMDA] receptor subunit zeta-1	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01259	Mediator release	Asthma	493	J45
TTDR01260	Neuronal acetylcholine receptor subunit alpha-5	Analgesics	338	R52
TTDR01260	Neuronal acetylcholine receptor subunit alpha-5	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01260	Neutrophil adhesion	Asthma	493	J45
TTDI01261	Hantavirus	Hantavirus infection	.	B33.4
TTDR01261	P2X purinoceptor 4	Analgesics	338	R52
TTDR01261	P2X purinoceptor 4	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDR01262	Cyclooxygenase-3	Analgesics	338	R52
TTDR01262	Cyclooxygenase-3	Chronic inflammatory diseases	.	.
TTDR01262	Cyclooxygenase-3	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDR01262	Cyclooxygenase-3	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDI01262	Rotavirus toxin	Diarrhea	787.91	A09, K59.1
TTDI01263	Gram-positive bacteria	Mycobacterium tuberculosis infection	.	A15-A19
TTDR01263	Protein-tyrosine phosphatase, non-receptor type 11	Cancer	140-229	C00-C96
TTDR01263	Protein-tyrosine phosphatase, non-receptor type 11	Multiple myeloma	203.0, 208.9	C90.0, C91-C95
TTDR01263	Protein-tyrosine phosphatase, non-receptor type 11	Solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR01264	Interleukin-13 receptor alpha-1 chain	Glioblastoma multiforme	191	C71
TTDI01264	Secretion of growth hormone	Cerebrovascular ischaemia	434.91	I61-I63
TTDI01265	Malaria DNA	Malaria	84	B50-B54
TTDR01265	Receptor protein-tyrosine kinase erbB-3	Advanced non-small cell lung cancer	140-229, 162, 204.0	C00-C96, C33-C34, C91.0
TTDR01265	Receptor protein-tyrosine kinase erbB-3	Lung adenocarcinomas	140-199	C00-C75, C7A, C7B
TTDI01266	Glycolysis	Solid tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR01266	Neutrophil collagenase	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDR01266	Neutrophil collagenase	Osteoarthritis	715	M15-M19, M47
TTDR01266	Neutrophil collagenase	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
TTDR01266	Neutrophil collagenase	Rheumatoid arthritis	710-719, 714	M05-M06
TTDR01266	Neutrophil collagenase	Tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR01267	Beta-lactoglobulin-1	Rheumatoid arthritis	710-719, 714	M05-M06
TTDI01268	Inhibiting pro-inflammatory cytokines (IL-1b, MCP-1, IL-6 and IL-10)	Autoimmune diseases	279	D84.9, M35.9
TTDR01268	mRNA of Huntingtin protein	Hepatitis C infection	070.4, 070.5, 070.70	B17.1, B18.2
TTDI01269	Cationic airway liquid	Respiratory disease	.	J00-J99
TTDR01269	Corticosteroid 11-beta-dehydrogenase, isozyme 2	Tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
TTDR01270	ATP-sensitive inward rectifier potassium channel 11	Non-insulin-dependent diabetes mellitus	250	E08-E13
TTDI01270	mRNA of lentivirus	HIV-1 infections	001-139, 042	A00-B99, B20
TTDI01271	HIV-1 ribonucleic acid	HIV-1 infections	001-139, 042	A00-B99, B20
TTDR01271	Serine protease	Asthma	493	J45
TTDR01271	Serine protease	Cardiovascular disease	325, 390-459, 401, 428, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95
TTDR01271	Serine protease	Chronic tendon injury	.	.
TTDR01271	Serine protease	Hypotension	458, 796.3	I95
TTDR01271	Serine protease	Thrombosis	437.6, 453, 671.5, 671.9	I80-I82
TTDI01272	HCV nucleoside	Hepatitis C virus infection	070.4, 070.5, 070.70, 573.3	B17.1, B18.2, K75.9
TTDR01272	Hepatitis C Virus RNA-dependent RNA Polymerase	Cancer	140-229	C00-C96
TTDR01272	Hepatitis C Virus RNA-dependent RNA Polymerase	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
TTDR01273	Pregnane X receptor	Anxiety disorders	300	F40-F42
TTDR01273	Pregnane X receptor	Depression	311	F32
TTDR01273	Pregnane X receptor	Eye inflammation	360-379	H00-H59
TTDR01273	Pregnane X receptor	Multiple sclerosis	340	G35
TTDR01274	Acid-sensing ion channel	Pain; CNS diseases	294.1, 307.23, 314.00, 314.01, 320-322, 323, 331.0, 332, 333.4, 338, 340, 344.1, 344.81, 348.0,780	A83-A86, B94.1, F02.2, F02.3, F90, F95.2, G00-G37, G83.5, G93.0, R52, G89
TTDR01275	Activin	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
TTDR01276	AP endonuclease APE1	Melanoma; Glioma	172, 191	C43, C71
TTDI01276	Non-retinoid visual cycle	Age related macular degeneration	.	H35.30
TTDR01278	Aquaporin 3 	Squamous cell carcinoma 	199	C44
TTDI01278	Synthetic peptide-based	Multiple sclerosis	340	G35
TTDI01279	Mistletoe lectin	Cancer	140-229	C00-C96
TTDR01280	Beta2-microglobulin 	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
TTDR01281	CCCH tandem zinc finger protein ZFP36L1	Chronic myeloproliferative disorders	205.1, 238.4, 289.89, 289.9	D47.1
TTDI01281	TNF-alpha synthesis	Cancer	140-229	C00-C96
TTDR01282	CCN1 	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDI01282	Inhibiting the expression of inducible nitric oxide synthase (iNOS)	Diarrhea	787.91	A09, K59.1
TTDR01283	CD147	Inflammation	.	E08-E13, E10.2, E11, E11.2, E13.2, I73.9, I80-I82, N00-N29, R52, G89
TTDR01284	CD248	Arthritis	710-719	M00-M25
TTDI01285	Activity of important signaling molecules (pAKT) involved in chemoresistance	Cancer	140-229	C00-C96
TTDR01285	Cell division cycle 7 kinase	Solid tumors; Hematologic malignancies	140-199, 140-239, 200-209, 210-229	C00-C75, C00-C96, C7A, C7B, C81-C96, D10-D36, D3A
TTDR01286	Chondroitin sulfate proteoglycan 4	Triple-negative breast cancer	174, 175	C50
TTDI01286	Inhibiting expression of pro-inflammatory cytokines (IL-1beta, IL-6, IL-12, TNF-alpha and IL-10)	Autoimmune diseases	279	D84.9, M35.9
TTDR01287	Dickkopf-1	Myeloma bone disease	203	C90.0
TTDI01287	Potassium	Hyperkalemia	.	E87.5
TTDR01288	Dynactin-Associated Protein	Cancer	140-229	C00-C96
TTDI01288	Reducing beta-glucuronidase level	Periodontal disease	.	K05
TTDI01289	Binding to a specific neuroepithelial receptor	Premenstrual syndrome	.	N94.3
TTDR01290	Elongation factor 1A 	Melanoma	172.9	C43
TTDI01290	Increasing unstimulated AM release of both TNF and IL-10	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDR01291	Entamoeba histolytica cysteine proteinase EhCP4	Amebiasis induced by E. histolytica	6	A06
TTDI01291	Voltage-gated ion channel	Asthma	493	J45
TTDR01292	Eukaryotic translation initiation factor 5A-1	Diabetic inflammation	250	E08-E13
TTDI01292	Expression of inflammation cytokines including TNF-alpha, IL-1beta and IL-6	Inflammatory bowel disease	555, 556	K50, K51
TTDR01293	Ferritin	Opioid-induced neuropathology	.	.
TTDR01294	Forkhead box O	Diabetes; cancer	140-229, 250	C00-C96, E08-E13
TTDR01295	G protein-coupled estrogen receptor 1	ER-positive breast Cancer	140-229, 174, 175	C00-C96, C50
TTDI01295	HIV transmission	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR01296	G Protein-Coupled Receptor 87	Cancer	140-229	C00-C96
TTDR01297	GlgE	Tuberculosis	010-018	A15-A19
TTDR01298	Gli1	Brain gliomas	191	C71
TTDR01299	Heat shock protein 47	Inflammatory bowel disease	555, 556	K50, K51
TTDR01300	Helicobacter pylori  Heat-shock protein A	Ulcer induced by H. pylori infection	001-139	A00-B99
TTDR01301	Histone H2A 	Breast cancer 	174, 175	C50
TTDI01302	Gluten	Celiac disease	579	K90.0
TTDR01302	Interleukin-2-inducible T cell kinase	Inflammatory disorders	.	.
TTDI01303	Hexim1 kinase	HIV infections	001-139, 042	A00-B99, B20
TTDR01303	Liver receptor homologue-1	Cancer	140-229	C00-C96
TTDI01304	Genes involved in the insulin signaling pathway during the differentiation of monocyte-derived stem cells (MDSCs)	Diabetes mellitus	253.5, 588.1	E23.2, N25.1
TTDR01304	MicroRNA miR-191	Hepatocellular carcinoma	155	C22.0
TTDR01305	Mitochondrial Na+/Ca2+ exchanger	Neurodegenerative diseases	330-337	G30-G32
TTDI01305	Poxvirus enzyme	Virus infection	.	B03
TTDI01306	Enhancing the inclusion of exon 7 in the splicing of SMN2 pre-messenger RNA (premRNA) and restored normal SMN protein levels	Spinal muscular atrophy	335.0-335.1	G12.0-G12.1
TTDR01306	Mitochondrial/Cell-Surface Protein p32/gC1qR	Breast cancer	174, 175, 217	C50, D24
TTDR01307	Olfactomedin 4	Myeloid leukemia	208.9	C91-C95
TTDR01308	Orphan G protein-coupled receptor Gpr88	Psychiatric disorders	290-319	F01-F99
TTDI01308	Protein synthesis	Cancer	140-229	C00-C96
TTDI01309	Inhibiting vascular cell adhesion molecule expression	Atherosclerosis	414.0, 440	I70
TTDR01309	Periostin	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
TTDI01310	Leukocyte	Inflammatory disorders	.	.
TTDR01310	Phosphodiesterase 8	Inflammatory disorders	.	.
TTDI01311	Nitric oxide	Diabetes mellitus type 2	250	E11
TTDR01311	Pituitary adenylate cyclase-activating polypeptide type I receptor 	Migraine	346	G43
TTDR01312	Plasmodium Dihydroorotate Dehydrogenase	Malaria	84	B50-B54
TTDI01312	Two specific enzymes that are active in the skin	Psoriatic disorders	696	L40
TTDI01313	PK modulator	Hereditary angioedema	277.6	D84.1
TTDR01313	Plasmodium falciparum plasmepsin V	Malaria	84	B50-B54
TTDI01314	Cyclic pyranopterin monophosphate	Molybdenum cofactor deficiency	.	E00-E90
TTDR01314	Prolyl hydroxylase domain 2	Cancer	140-229	C00-C96
TTDI01315	HIV maturation	HIV-1 infections	001-139, 042	A00-B99, B20
TTDR01315	Prostaglandin E receptor EP4	Prostate cancer	140-229, 185	C00-C96, C61
TTDI01316	Brain membranes	Epileptic seizure	.	G40,R56
TTDR01316	Prostate apoptosis response-4	Pancreatic cancer	140-229, 157, 202.8, 203.0, 208.9	C00-C96, C25, C81-C96, C90.0, C91-C95
TTDI01317	Multidrug-resistance	Cancer	140-229	C00-C96
TTDR01317	Protein kinase D	Cancer	140-229	C00-C96
TTDI01318	Bile acid	Hyperlipidemia	272.0-272.4	E78
TTDR01318	Pseudomonas aeruginosa  KerV	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDI01319	Poly-N-acetyl glucosamine	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR01319	Rabl3 	Cancer	140-229	C00-C96
TTDR01320	Receptor protein tyrosine kinase TYRO3	Melanoma	172.9	C43
TTDI01321	Inhibiting platelet activation by cathepsin G released from stimulated polymorphonuclear leukocytes	Diabetic nephropathy	250, 250.4, 580-599	E08-E13, E10.2, E11.2, E13.2, N00-N29
TTDR01321	Roundabout homolog 1	Choroidal or retinal angiogenesis	.	.
TTDR01322	Salmonella enterica 27-kDa outer membrane protein T2544	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR01323	Salt inducible kinase 2	Ovarian cancer	140-229, 183, 185	C00-C96, C56, C61
TTDR01324	Serine Racemase	Neurodegenerations; Epilepsy; Neuropathic pain; Drug addiction; Schizophrenia	295, 303-304, 330-337, 338, 345, 356.0, 356.8,780	F10-F19, F20, G30-G32, G40, G64, G90.0, R52, G89
TTDI01324	T cell	Immuno-modulator	135, 691.8, 692.9, 710-719, 714	D86, L20, L20-L30, M00-M25, M05-M06
TTDI01325	Hypoxic cell	Cancer	140-229	C00-C96
TTDR01325	Serine/threonine-protein kinase Nek6	Cancer	140-229	C00-C96
TTDR01326	Small conductance calcium-activated potassium channel	Parkinson's disease	332	F02.3, G20
TTDI01326	T-cells	Asthma	493	J45
TTDR01327	Sprouty 1	Cancer	140-229	C00-C96
TTDI01327	Stem cell	Metachromatic leukodystrophy	.	E75.25
TTDI01327	Stem cell	Wiskott¨CAldrich syndrome	.	D82.0
TTDR01328	Ste20-Related Proline/Alanine-Rich Kinase 	Hypertension	401, 428	I10, I11, I12, I13, I15, I50
TTDI01328	Stem or T cell	Anemia	280-285	D50-D64
TTDI01328	Stem or T cell	Autoimmune diseases	279	D84.9, M35.9
TTDI01328	Stem or T cell	Breast cancer	174, 175, 217	C50, D24
TTDI01328	Stem or T cell	Chronic myeloid leukemia	205.1	C92.1
TTDI01328	Stem or T cell	Colon cancer	153, 154	C18-C21
TTDI01328	Stem or T cell	Congestive heart failure	428, 428.0	I50
TTDI01328	Stem or T cell	Fecal incontinence	.	R15
TTDI01328	Stem or T cell	Insulin dependent diabetes	.	E10
TTDI01328	Stem or T cell	Melanoma	172.9	C43
TTDI01328	Stem or T cell	Multiple myeloma	203.0, 208.9	C90.0, C91-C95
TTDI01328	Stem or T cell	Myocardial infarction	410, 434.91	I21, I22, I61-I63
TTDI01328	Stem or T cell	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
TTDI01328	Stem or T cell	Osteonecrosis	733.4	M87
TTDI01328	Stem or T cell	Peripheral arterial occlusive disease	.	I73.9
TTDI01328	Stem or T cell	Peripheral vascular disorders	.	I73.9
TTDI01328	Stem or T cell	Retinitis pigmentosa	.	H35.5
TTDI01328	Stem or T cell	Rheumatold arthritis	714	M05-M06
TTDI01328	Stem or T cell	Stress urinary incontinence	.	N39.3
TTDI01328	Stem or T cell	Transplant rejection	279.5, 996	D89.8, T86
TTDI01328	Stem or T cell	Urea cycle disorders	270.6	E72.2
TTDI01329	Allogeneic B7.1/HLA-A1 transfected tumor cell	Sarcoma	202.8	C81-C96
TTDI01330	Cancer cell	Cancer	140-229	C00-C96
TTDR01330	TRESK background K(+) channel	T-cell mediated immune dysfunction	279.1	D83.1
TTDI01331	Cathelicidin	HIV infections	001-139, 042	A00-B99, B20
TTDR01331	Tryptophan hydroxylase	Depressive disorders	296, 710.0	F30-F39, M32
TTDI01332	Glycosyltransferase	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDI01332	Glycosyltransferase	Clostridium difficile infection	001-139, 008.45	A00-B99, A04.7
TTDR01332	Tyrosine kinase non-receptor 2	Ewing's sarcoma	170	C41
TTDI01333	ATM serine protein kinase	Cancer	140-229	C00-C96
TTDR01333	Ubiquitin-activating enzyme E1	Leukemia	208.9	C91-C95
TTDI01334	Exo-alpha sialidase	Acne vulgaris	706.1	L70.0
TTDI01334	Exo-alpha sialidase	Influenza virus infections	487, 488	J10, J11
TTDR01334	Ubiquitin-activating enzyme E2	Multiple myeloma	203.0, 208.9	C90.0, C91-C95
TTDI01335	Heterotrimeric G-protein	Cancer	140-229	C00-C96
TTDR01335	Western equine encephalitis virus envelope protein E1	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
TTDI01336	SOS gene	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDR01336	WNT1-inducible-signaling pathway protein 1	Osteoarthritis	715	M15-M19, M47
TTDI01337	Bombesin bb3 receptor	Obesity	278	E66
TTDR01337	Histone Deacetylase 8	Cancer	140-229	C00-C96
TTDR01337	Histone Deacetylase 8	Under research	.	.
TTDI01338	DNA binding protein	Mycobacterium tuberculosis infection	.	A15-A19
TTDR01338	Histone Deacetylase 10	Cancer	140-229	C00-C96
TTDR01338	Histone Deacetylase 10	Under research	.	.
TTDI01339	Calcium-calmodulin dependent kinase	Inflammatory diseases	140-229, 147, 173, 573.3, 710-719	C00-C96, C11, C44, K75.9, M00-M25
TTDI01340	Phospho MurNAc pentapeptide transferase	Bacterial infection	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
TTDI01340	Phospho MurNAc pentapeptide transferase	Mycobacterium tuberculosis infection	.	A15-A19
TTDR01340	mRNA of Ubiquitin Protein Ligase WWP2	Under research	.	.
TTDI01341	Ubiquitin ligase	Cancer	140-229	C00-C96
TTDR01341	mRNA of human E2F transcription factor 3	Under research	.	.
TTDI01342	Imidazoline I2 receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
TTDR01342	mRNA of Human ADAM10	Rheumatold arthritis	714	M05-M06
TTDR01342	mRNA of Human ADAM10	Under research	.	.
TTDI01343	RNA polymerase I	Cancer	140-229	C00-C96
TTDR01343	mRNA of Smad7	Crohn's disease	555	K50
